"location.id","location.region","date","jsa.fem"
"1-121909919","East Midlands","2010-12-06",85
"1-121909919","East Midlands",NA,85
"1-121909919","East Midlands",NA,85
"1-132710146","East Midlands","2010-10-01",15
"1-132710146","East Midlands","2011-01-20",15
"1-132710146","East Midlands",NA,15
"1-132710146","East Midlands",NA,15
"1-117971150","East Midlands","2010-10-01",15
"1-117971150","East Midlands","2011-01-25",15
"1-117971150","East Midlands",NA,15
"1-117971150","East Midlands",NA,15
"1-136807535","North East","2010-10-01",25
"1-136807535","North East","2011-01-04",25
"1-136807535","North East","2015-02-09",25
"1-136807535","North East",NA,25
"1-1000711804","North East","2011-10-05",15
"1-1000711804","North East","2013-12-12",15
"1-1000711804","North East",NA,15
"1-1000711804","North East",NA,15
"1-135674308","North East","2010-10-01",15
"1-135674308","North East","2010-12-07",15
"1-135674308","North East","2013-12-16",15
"1-135674308","North East",NA,15
"1-106941123","North East","2010-10-01",5
"1-106941123","North East","2011-01-13",5
"1-106941123","North East",NA,5
"1-106941123","North East",NA,5
"1-129811783","North East","2010-10-01",25
"1-129811783","North East","2010-12-17",25
"1-129811783","North East","2011-10-19",25
"1-129811783","North East","2011-10-19",25
"1-312204733","North East","2010-10-01",20
"1-312204733","North East","2011-10-31",20
"1-312204733","North East",NA,20
"1-312204733","North East",NA,20
"1-127585491","North East","2010-10-01",5
"1-127585491","North East","2011-01-31",5
"1-127585491","North East","2011-11-23",5
"1-127585491","North East","2011-11-23",5
"1-320589138","North East","2011-10-31",5
"1-320589138","North East","2011-10-31",5
"1-320589138","North East",NA,5
"1-320589138","North East",NA,5
"1-151528330","North East","2010-10-01",15
"1-151528330","North East","2011-02-02",15
"1-151528330","North East",NA,15
"1-151528330","North East",NA,15
"1-140255576","North East","2010-12-10",10
"1-140255576","North East","2010-12-10",10
"1-140255576","North East",NA,10
"1-140255576","North East",NA,10
"1-261136589","North East","2010-10-01",20
"1-261136589","North East","2011-07-26",20
"1-261136589","North East",NA,20
"1-261136589","North East",NA,20
"1-136807469","North East","2010-10-01",20
"1-136807469","North East","2011-01-04",20
"1-136807469","North East",NA,20
"1-136807469","North East",NA,20
"1-112469288","North East","2010-10-01",10
"1-112469288","North East","2010-10-01",10
"1-112469288","North East",NA,10
"1-112469288","North East",NA,10
"1-135671157","North East","2010-10-01",65
"1-135671157","North East","2010-12-07",65
"1-135671157","North East",NA,65
"1-135671157","North East",NA,65
"1-125940707","North East","2010-10-01",45
"1-125940707","North East","2011-02-02",45
"1-125940707","North East",NA,45
"1-125940707","North East",NA,45
"1-125940638","North East","2010-10-01",50
"1-125940638","North East","2011-02-02",50
"1-125940638","North East",NA,50
"1-125940638","North East",NA,50
"1-125940657","North East","2010-10-01",50
"1-125940657","North East","2011-02-02",50
"1-125940657","North East",NA,50
"1-125940657","North East",NA,50
"1-114576276","North East","2010-10-01",50
"1-114576276","North East","2011-01-13",50
"1-114576276","North East",NA,50
"1-114576276","North East",NA,50
"1-136790276","North East","2010-10-01",55
"1-136790276","North East","2011-01-04",55
"1-136790276","North East","2015-02-09",55
"1-136790276","North East",NA,55
"1-119119319","North East","2010-10-01",50
"1-119119319","North East","2011-01-28",50
"1-119119319","North East",NA,50
"1-119119319","North East",NA,50
"1-142947275","North East","2010-10-01",50
"1-142947275","North East","2011-01-13",50
"1-142947275","North East","2016-01-14",50
"1-142947275","North East","2016-01-14",50
"1-1776540628","North East","2011-01-11",45
"1-1776540628","North East","2014-12-09",45
"1-1776540628","North East",NA,45
"1-1776540628","North East",NA,45
"RX498","North East","2010-04-01",40
"RX498","North East","2011-02-01",40
"RX498","North East","2012-05-28",40
"RX498","North East",NA,40
"1-125940690","North East","2010-10-01",40
"1-125940690","North East","2011-02-02",40
"1-125940690","North East",NA,40
"1-125940690","North East",NA,40
"1-127514150","North East","2010-10-01",45
"1-127514150","North East","2010-11-26",45
"1-127514150","North East",NA,45
"1-127514150","North East",NA,45
"1-122288642","North East","2010-10-01",60
"1-122288642","North East","2011-01-06",60
"1-122288642","North East",NA,60
"1-122288642","North East",NA,60
"1-126308901","North East","2010-10-01",60
"1-126308901","North East","2011-01-31",60
"1-126308901","North East",NA,60
"1-126308901","North East",NA,60
"1-125862133","North East","2010-10-01",60
"1-125862133","North East","2011-02-15",60
"1-125862133","North East",NA,60
"1-125862133","North East",NA,60
"1-240735527","North East","2010-12-30",40
"1-240735527","North East","2011-06-16",40
"1-240735527","North East",NA,40
"1-240735527","North East",NA,40
"1-125940739","North East","2010-10-01",40
"1-125940739","North East","2011-02-02",40
"1-125940739","North East",NA,40
"1-125940739","North East",NA,40
"1-108990568","North East","2010-10-01",25
"1-108990568","North East","2011-01-18",25
"1-108990568","North East",NA,25
"1-108990568","North East",NA,25
"1-222048874","North East","2011-05-03",20
"1-222048874","North East","2011-05-03",20
"1-222048874","North East",NA,20
"1-222048874","North East",NA,20
"1-226714013","North East","2010-10-01",30
"1-226714013","North East","2011-05-05",30
"1-226714013","North East",NA,30
"1-226714013","North East",NA,30
"1-108559470","North East","2010-10-01",35
"1-108559470","North East","2010-11-25",35
"1-108559470","North East",NA,35
"1-108559470","North East",NA,35
"1-163077398","North East","2011-01-26",20
"1-163077398","North East","2011-01-26",20
"1-163077398","North East","2012-09-17",20
"1-163077398","North East","2012-09-17",20
"1-2313962516","North East","2010-10-01",10
"1-2313962516","North East","2015-11-30",10
"1-2313962516","North East","2016-05-13",10
"1-2313962516","North East",NA,10
"1-2579812052","North East","2015-10-08",10
"1-2579812052","North East","2016-04-25",10
"1-2579812052","North East",NA,10
"1-2579812052","North East",NA,10
"1-385991993","North East","2012-03-17",15
"1-385991993","North East","2012-03-17",15
"1-385991993","North East","2015-12-14",15
"1-385991993","North East","2015-12-14",15
"1-119965302","North East","2010-10-01",55
"1-119965302","North East","2011-01-13",55
"1-119965302","North East","2011-10-25",55
"1-119965302","North East","2011-10-25",55
"1-2600766456","North East","2010-10-01",35
"1-2600766456","North East","2016-05-20",35
"1-2600766456","North East",NA,35
"1-2600766456","North East",NA,35
"1-317364479","North East","2011-10-07",55
"1-317364479","North East","2011-10-13",55
"1-317364479","North East","2016-07-26",55
"1-317364479","North East","2016-07-28",55
"1-131299394","North East","2010-10-01",30
"1-131299394","North East","2011-01-26",30
"1-131299394","North East","2011-11-18",30
"1-131299394","North East","2011-11-18",30
"1-319264531","North East","2010-10-01",30
"1-319264531","North East","2011-10-19",30
"1-319264531","North East",NA,30
"1-319264531","North East",NA,30
"1-117499965","North East","2010-10-01",35
"1-117499965","North East","2011-01-11",35
"1-117499965","North East",NA,35
"1-117499965","North East",NA,35
"1-119965334","North East","2010-10-01",50
"1-119965334","North East","2011-01-13",50
"1-119965334","North East","2011-10-25",50
"1-119965334","North East","2011-10-25",50
"1-317437920","North East","2011-10-07",50
"1-317437920","North East","2011-10-13",50
"1-317437920","North East","2014-07-01",50
"1-317437920","North East","2016-07-28",50
"1-1190113361","North East","2014-02-01",50
"1-1190113361","North East","2014-02-01",50
"1-1190113361","North East",NA,50
"1-1190113361","North East",NA,50
"1-142749640","North East","2010-10-01",50
"1-142749640","North East","2011-01-14",50
"1-142749640","North East","2014-02-10",50
"1-142749640","North East","2014-02-10",50
"1-225481191","North East","2010-10-01",60
"1-225481191","North East","2011-04-21",60
"1-225481191","North East","2011-10-25",60
"1-225481191","North East","2011-10-25",60
"1-2591930127","North East","2010-10-01",35
"1-2591930127","North East","2016-05-20",35
"1-2591930127","North East",NA,35
"1-2591930127","North East",NA,35
"1-317355201","North East","2011-10-07",60
"1-317355201","North East","2011-10-13",60
"1-317355201","North East","2016-07-26",60
"1-317355201","North East","2016-07-28",60
"RX436","North East","2010-04-01",60
"RX436","North East","2011-02-01",60
"RX436","North East","2011-06-02",60
"RX436","North East",NA,60
"1-126495028","North East","2010-10-01",35
"1-126495028","North East","2010-12-06",35
"1-126495028","North East",NA,35
"1-126495028","North East",NA,35
"1-132290320","North East","2010-10-01",30
"1-132290320","North East","2011-01-13",30
"1-132290320","North East","2011-10-25",30
"1-132290320","North East","2011-10-25",30
"1-2600676772","North East","2010-10-01",20
"1-2600676772","North East","2016-05-20",20
"1-2600676772","North East",NA,20
"1-2600676772","North East",NA,20
"1-317398643","North East","2011-10-07",30
"1-317398643","North East","2011-10-13",30
"1-317398643","North East","2016-07-26",30
"1-317398643","North East","2016-07-28",30
"1-154187417","North East","2011-01-26",25
"1-154187417","North East","2011-01-26",25
"1-154187417","North East","2014-01-09",25
"1-154187417","North East","2016-08-12",25
"1-1230606508","North East","2014-03-24",30
"1-1230606508","North East","2014-03-24",30
"1-1230606508","North East",NA,30
"1-1230606508","North East",NA,30
"1-1246974200","North East","2014-03-24",30
"1-1246974200","North East","2014-03-24",30
"1-1246974200","North East",NA,30
"1-1246974200","North East",NA,30
"1-132131982","North East","2010-10-01",55
"1-132131982","North East","2010-12-14",55
"1-132131982","North East","2014-04-02",55
"1-132131982","North East","2014-04-02",55
"1-132132001","North East","2010-10-01",55
"1-132132001","North East","2010-12-14",55
"1-132132001","North East","2014-04-02",55
"1-132132001","North East","2014-04-02",55
"1-128584293","North East","2010-10-01",30
"1-128584293","North East","2010-12-30",30
"1-128584293","North East","2015-05-29",30
"1-128584293","North East",NA,30
"1-2027520455","North East","2010-10-01",15
"1-2027520455","North East","2015-04-24",15
"1-2027520455","North East",NA,15
"1-2027520455","North East",NA,15
"1-116984555","North East","2010-10-01",10
"1-116984555","North East","2010-11-18",10
"1-116984555","North East",NA,10
"1-116984555","North East",NA,10
"1-128584459","North East","2010-10-01",55
"1-128584459","North East","2010-12-30",55
"1-128584459","North East","2015-04-28",55
"1-128584459","North East",NA,55
"1-128588874","North East","2010-10-01",55
"1-128588874","North East","2010-12-30",55
"1-128588874","North East","2015-11-18",55
"1-128588874","North East",NA,55
"1-2193023151","North East","2015-11-04",20
"1-2193023151","North East","2015-11-04",20
"1-2193023151","North East",NA,20
"1-2193023151","North East",NA,20
"1-138066412","North East","2010-10-01",25
"1-138066412","North East","2011-01-07",25
"1-138066412","North East","2011-11-14",25
"1-138066412","North East","2011-11-14",25
"1-2034462158","North East","2011-02-14",15
"1-2034462158","North East","2015-05-22",15
"1-2034462158","North East",NA,15
"1-2034462158","North East",NA,15
"1-307664680","North East","2010-10-01",25
"1-307664680","North East","2011-10-05",25
"1-307664680","North East","2015-06-11",25
"1-307664680","North East","2016-06-17",25
"1-129266852","North East","2010-10-01",30
"1-129266852","North East","2010-12-20",30
"1-129266852","North East",NA,30
"1-129266852","North East",NA,30
"1-142936725","North East","2010-10-01",30
"1-142936725","North East","2011-01-24",30
"1-142936725","North East",NA,30
"1-142936725","North East",NA,30
"1-225588487","North East","2010-10-01",60
"1-225588487","North East","2011-04-21",60
"1-225588487","North East","2011-10-25",60
"1-225588487","North East","2011-10-25",60
"1-2600105119","North East","2010-10-01",45
"1-2600105119","North East","2016-05-20",45
"1-2600105119","North East",NA,45
"1-2600105119","North East",NA,45
"1-317437462","North East","2011-10-07",60
"1-317437462","North East","2011-10-13",60
"1-317437462","North East","2016-07-28",60
"1-317437462","North East","2016-07-28",60
"RX437","North East","2010-04-01",60
"RX437","North East","2011-02-01",60
"RX437","North East","2011-06-02",60
"RX437","North East",NA,60
"1-146803738","North East","2011-01-27",40
"1-146803738","North East","2011-01-27",40
"1-146803738","North East",NA,40
"1-146803738","North East",NA,40
"1-110010090","North East","2010-10-01",45
"1-110010090","North East","2010-12-22",45
"1-110010090","North East","2016-03-01",45
"1-110010090","North East","2016-03-01",45
"1-112944133","North East","2010-10-01",25
"1-112944133","North East","2011-01-10",25
"1-112944133","North East",NA,25
"1-112944133","North East",NA,25
"1-120760985","North East","2010-10-01",30
"1-120760985","North East","2010-12-01",30
"1-120760985","North East",NA,30
"1-120760985","North East",NA,30
"1-124685506","North East","2010-10-01",55
"1-124685506","North East","2010-12-21",55
"1-124685506","North East","2011-11-18",55
"1-124685506","North East","2011-11-18",55
"1-318001637","North East","2010-10-01",50
"1-318001637","North East","2011-11-09",50
"1-318001637","North East",NA,50
"1-318001637","North East",NA,50
"1-128588727","North East","2010-10-01",55
"1-128588727","North East","2010-12-30",55
"1-128588727","North East",NA,55
"1-128588727","North East",NA,55
"1-128588859","North East","2010-10-01",55
"1-128588859","North East","2010-12-30",55
"1-128588859","North East",NA,55
"1-128588859","North East",NA,55
"1-142936815","North East","2010-10-01",25
"1-142936815","North East","2011-01-24",25
"1-142936815","North East",NA,25
"1-142936815","North East",NA,25
"1-118829285","North East","2010-10-01",40
"1-118829285","North East","2011-01-19",40
"1-118829285","North East",NA,40
"1-118829285","North East",NA,40
"1-118829302","North East","2010-10-01",40
"1-118829302","North East","2011-01-19",40
"1-118829302","North East",NA,40
"1-118829302","North East",NA,40
"1-1731766815","North East","2010-10-01",30
"1-1731766815","North East","2014-11-27",30
"1-1731766815","North East",NA,30
"1-1731766815","North East",NA,30
"1-109980118","North East","2010-10-01",55
"1-109980118","North East","2011-01-07",55
"1-109980118","North East",NA,55
"1-109980118","North East",NA,55
"1-131806069","North East","2010-10-01",65
"1-131806069","North East","2010-12-30",65
"1-131806069","North East",NA,65
"1-131806069","North East",NA,65
"1-132341474","North East","2010-10-01",75
"1-132341474","North East","2011-01-28",75
"1-132341474","North East",NA,75
"1-132341474","North East",NA,75
"1-114130839","North East","2010-10-01",45
"1-114130839","North East","2011-01-10",45
"1-114130839","North East",NA,45
"1-114130839","North East",NA,45
"1-127585508","North East","2010-10-01",30
"1-127585508","North East","2011-01-31",30
"1-127585508","North East","2011-11-23",30
"1-127585508","North East","2011-11-23",30
"1-2466907117","North East","2010-10-01",15
"1-2466907117","North East","2016-03-22",15
"1-2466907117","North East",NA,15
"1-2466907117","North East",NA,15
"1-320792842","North East","2011-10-31",30
"1-320792842","North East","2011-10-31",30
"1-320792842","North East","2016-04-06",30
"1-320792842","North East",NA,30
"1-124169755","North East","2010-10-01",45
"1-124169755","North East","2011-01-24",45
"1-124169755","North East",NA,45
"1-124169755","North East",NA,45
"1-129132313","North East","2010-10-01",35
"1-129132313","North East","2010-12-09",35
"1-129132313","North East",NA,35
"1-129132313","North East",NA,35
"1-136807622","North East","2010-10-01",15
"1-136807622","North East","2011-01-04",15
"1-136807622","North East","2011-05-08",15
"1-136807622","North East",NA,15
"1-116372766","North East","2010-10-01",50
"1-116372766","North East","2010-12-07",50
"1-116372766","North East","2015-02-05",50
"1-116372766","North East","2015-02-05",50
"1-154487563","North East","2011-01-28",40
"1-154487563","North East","2011-01-28",40
"1-154487563","North East",NA,40
"1-154487563","North East",NA,40
"1-894036780","North East","2010-10-01",40
"1-894036780","North East","2013-08-20",40
"1-894036780","North East",NA,40
"1-894036780","North East",NA,40
"1-141590680","North East","2010-10-01",55
"1-141590680","North East","2010-12-16",55
"1-141590680","North East",NA,55
"1-141590680","North East",NA,55
"1-141590724","North East","2010-10-01",55
"1-141590724","North East","2010-12-16",55
"1-141590724","North East","2015-05-12",55
"1-141590724","North East",NA,55
"1-128584338","North East","2010-10-01",55
"1-128584338","North East","2010-12-30",55
"1-128584338","North East",NA,55
"1-128584338","North East",NA,55
"1-122961484","North East","2010-10-01",75
"1-122961484","North East","2010-12-10",75
"1-122961484","North East","2011-06-03",75
"1-122961484","North East",NA,75
"1-221536831","North East","2010-10-01",45
"1-221536831","North East","2011-05-24",45
"1-221536831","North East",NA,45
"1-221536831","North East",NA,45
"1-123622735","North East","2010-10-01",50
"1-123622735","North East","2011-04-05",50
"1-123622735","North East","2012-04-27",50
"1-123622735","North East","2013-02-28",50
"1-357341625","North East","2012-01-10",60
"1-357341625","North East","2012-01-10",60
"1-357341625","North East",NA,60
"1-357341625","North East",NA,60
"1-127585650","North East","2010-10-01",50
"1-127585650","North East","2011-01-31",50
"1-127585650","North East","2011-11-18",50
"1-127585650","North East","2011-11-23",50
"1-318124962","North East","2010-10-01",50
"1-318124962","North East","2011-11-09",50
"1-318124962","North East",NA,50
"1-318124962","North East",NA,50
"1-147438746","North East","2011-01-17",25
"1-147438746","North East","2011-01-17",25
"1-147438746","North East","2011-11-15",25
"1-147438746","North East","2011-11-15",25
"1-315542641","North East","2011-10-05",25
"1-315542641","North East","2011-10-05",25
"1-315542641","North East","2015-05-05",25
"1-315542641","North East","2015-11-12",25
"1-117552430","North East","2010-10-01",30
"1-117552430","North East","2010-12-23",30
"1-117552430","North East",NA,30
"1-117552430","North East",NA,30
"1-140102506","North East","2010-10-01",25
"1-140102506","North East","2011-01-19",25
"1-140102506","North East",NA,25
"1-140102506","North East",NA,25
"1-105892230","North East","2010-10-01",30
"1-105892230","North East","2011-01-17",30
"1-105892230","North East",NA,30
"1-105892230","North East",NA,30
"1-137802236","North East","2010-10-01",30
"1-137802236","North East","2011-01-19",30
"1-137802236","North East",NA,30
"1-137802236","North East",NA,30
"1-109162325","North East","2010-10-01",25
"1-109162325","North East","2011-01-14",25
"1-109162325","North East",NA,25
"1-109162325","North East",NA,25
"1-142947228","North East","2010-10-01",30
"1-142947228","North East","2011-01-13",30
"1-142947228","North East","2016-01-14",30
"1-142947228","North East","2016-01-14",30
"1-142947291","North East","2010-10-01",30
"1-142947291","North East","2011-01-13",30
"1-142947291","North East","2013-01-24",30
"1-142947291","North East","2016-01-14",30
"1-1776508556","North East","2011-01-11",35
"1-1776508556","North East","2014-12-09",35
"1-1776508556","North East",NA,35
"1-1776508556","North East",NA,35
"1-123667343","North East","2010-10-01",50
"1-123667343","North East","2010-11-17",50
"1-123667343","North East",NA,50
"1-123667343","North East",NA,50
"1-124938646","North East","2010-10-01",50
"1-124938646","North East","2010-12-13",50
"1-124938646","North East",NA,50
"1-124938646","North East",NA,50
"1-119957799","North East","2010-10-01",35
"1-119957799","North East","2010-11-08",35
"1-119957799","North East","2014-03-06",35
"1-119957799","North East","2014-03-06",35
"1-123667360","North East","2010-10-01",30
"1-123667360","North East","2010-11-17",30
"1-123667360","North East",NA,30
"1-123667360","North East",NA,30
"1-195336595","North East","2010-10-01",25
"1-195336595","North East","2011-04-10",25
"1-195336595","North East",NA,25
"1-195336595","North East",NA,25
"1-128584223","North East","2010-10-01",50
"1-128584223","North East","2010-12-30",50
"1-128584223","North East",NA,50
"1-128584223","North East",NA,50
"1-159125877","North East","2011-01-06",45
"1-159125877","North East","2011-01-06",45
"1-159125877","North East",NA,45
"1-159125877","North East",NA,45
"1-409785286","North East","2010-10-01",50
"1-409785286","North East","2012-06-18",50
"1-409785286","North East",NA,50
"1-409785286","North East",NA,50
"1-110036281","North East","2010-10-01",35
"1-110036281","North East","2011-01-10",35
"1-110036281","North East","2016-05-05",35
"1-110036281","North East","2016-05-05",35
"1-119119368","North East","2010-10-01",35
"1-119119368","North East","2011-01-28",35
"1-119119368","North East",NA,35
"1-119119368","North East",NA,35
"1-1550746881","North East","2012-05-09",35
"1-1550746881","North East","2014-08-06",35
"1-1550746881","North East",NA,35
"1-1550746881","North East",NA,35
"1-2139974969","North East","2012-05-09",15
"1-2139974969","North East","2015-11-10",15
"1-2139974969","North East",NA,15
"1-2139974969","North East",NA,15
"1-416352892","North East","2012-05-09",35
"1-416352892","North East","2012-05-09",35
"1-416352892","North East",NA,35
"1-416352892","North East",NA,35
"1-130848803","North East","2010-10-01",65
"1-130848803","North East","2011-01-21",65
"1-130848803","North East",NA,65
"1-130848803","North East",NA,65
"1-141884766","North East","2010-10-01",40
"1-141884766","North East","2011-01-24",40
"1-141884766","North East","2012-03-29",40
"1-141884766","North East","2012-03-29",40
"1-1903467898","North East","2015-01-29",25
"1-1903467898","North East","2015-01-29",25
"1-1903467898","North East",NA,25
"1-1903467898","North East",NA,25
"1-300448779","North East","2010-12-23",50
"1-300448779","North East","2012-04-02",50
"1-300448779","North East","2015-02-05",50
"1-300448779","North East",NA,50
"1-118307137","North East","2010-10-01",65
"1-118307137","North East","2011-01-12",65
"1-118307137","North East","2014-06-21",65
"1-118307137","North East","2014-06-21",65
"1-1338836788","North East","2010-10-01",55
"1-1338836788","North East","2014-04-29",55
"1-1338836788","North East",NA,55
"1-1338836788","North East",NA,55
"1-147438761","North East","2011-01-17",65
"1-147438761","North East","2011-01-17",65
"1-147438761","North East","2011-11-15",65
"1-147438761","North East","2011-11-15",65
"1-147438777","North East","2011-01-17",65
"1-147438777","North East","2011-01-17",65
"1-147438777","North East","2011-11-15",65
"1-147438777","North East","2011-11-15",65
"1-2208340502","North East","2015-11-06",40
"1-2208340502","North East","2015-11-06",40
"1-2208340502","North East",NA,40
"1-2208340502","North East",NA,40
"1-315526543","North East","2011-10-05",65
"1-315526543","North East","2011-10-05",65
"1-315526543","North East","2015-11-12",65
"1-315526543","North East","2015-11-12",65
"1-315527177","North East","2011-10-05",65
"1-315527177","North East","2011-10-05",65
"1-315527177","North East","2015-02-03",65
"1-315527177","North East","2015-11-12",65
"1-486203726","North East","2011-10-05",70
"1-486203726","North East","2012-10-12",70
"1-486203726","North East","2015-02-03",70
"1-486203726","North East","2015-11-12",70
"1-136807321","North East","2010-10-01",65
"1-136807321","North East","2011-01-04",65
"1-136807321","North East","2011-05-09",65
"1-136807321","North East",NA,65
"1-131299638","North East","2010-10-01",45
"1-131299638","North East","2011-01-26",45
"1-131299638","North East","2011-11-18",45
"1-131299638","North East","2011-11-18",45
"1-319264930","North East","2010-10-01",45
"1-319264930","North East","2011-10-19",45
"1-319264930","North East",NA,45
"1-319264930","North East",NA,45
"1-128584594","North East","2010-10-01",70
"1-128584594","North East","2010-12-30",70
"1-128584594","North East",NA,70
"1-128584594","North East",NA,70
"1-119625346","North East","2010-10-01",70
"1-119625346","North East","2011-01-07",70
"1-119625346","North East",NA,70
"1-119625346","North East",NA,70
"1-132341292","North East","2010-10-01",70
"1-132341292","North East","2011-01-28",70
"1-132341292","North East",NA,70
"1-132341292","North East",NA,70
"1-118307151","North East","2010-10-01",70
"1-118307151","North East","2011-01-12",70
"1-118307151","North East","2014-06-21",70
"1-118307151","North East","2014-06-21",70
"1-1338793914","North East","2010-10-01",70
"1-1338793914","North East","2014-04-29",70
"1-1338793914","North East",NA,70
"1-1338793914","North East",NA,70
"1-118307165","North East","2010-10-01",70
"1-118307165","North East","2011-01-12",70
"1-118307165","North East","2014-06-21",70
"1-118307165","North East","2014-06-21",70
"1-1338794195","North East","2010-10-01",70
"1-1338794195","North East","2014-04-29",70
"1-1338794195","North East",NA,70
"1-1338794195","North East",NA,70
"1-136807637","North East","2010-10-01",50
"1-136807637","North East","2011-01-04",50
"1-136807637","North East","2011-05-08",50
"1-136807637","North East",NA,50
"1-124685350","North East","2010-10-01",50
"1-124685350","North East","2010-12-21",50
"1-124685350","North East","2011-11-18",50
"1-124685350","North East","2011-11-18",50
"1-320589264","North East","2011-10-31",50
"1-320589264","North East","2011-10-31",50
"1-320589264","North East",NA,50
"1-320589264","North East",NA,50
"1-128310952","North East","2010-10-01",65
"1-128310952","North East","2011-01-21",65
"1-128310952","North East","2011-10-21",65
"1-128310952","North East","2011-10-21",65
"1-305117762","North East","2011-01-26",65
"1-305117762","North East","2011-10-18",65
"1-305117762","North East","2011-11-16",65
"1-305117762","North East",NA,65
"1-327617059","North East","2011-11-01",65
"1-327617059","North East","2011-11-01",65
"1-327617059","North East",NA,65
"1-327617059","North East",NA,65
"1-732493010","North East","2013-06-13",30
"1-732493010","North East","2013-06-13",30
"1-732493010","North East",NA,30
"1-732493010","North East",NA,30
"1-132341334","North East","2010-10-01",45
"1-132341334","North East","2011-01-28",45
"1-132341334","North East","2016-07-01",45
"1-132341334","North East",NA,45
"1-118307122","North East","2010-10-01",20
"1-118307122","North East","2011-01-12",20
"1-118307122","North East","2014-06-21",20
"1-118307122","North East","2014-06-21",20
"1-1338836316","North East","2010-10-01",20
"1-1338836316","North East","2014-04-29",20
"1-1338836316","North East",NA,20
"1-1338836316","North East",NA,20
"1-126045627","North East","2010-10-01",55
"1-126045627","North East","2010-12-30",55
"1-126045627","North East","2013-11-11",55
"1-126045627","North East","2013-11-11",55
"1-242032961","North East","2011-06-15",40
"1-242032961","North East","2011-06-15",40
"1-242032961","North East","2011-09-30",40
"1-242032961","North East","2011-09-30",40
"1-130582527","Yorkshire and The Humber","2010-10-01",35
"1-130582527","Yorkshire and The Humber","2010-12-01",35
"1-130582527","Yorkshire and The Humber","2011-11-07",35
"1-130582527","Yorkshire and The Humber",NA,35
"1-126290523","Yorkshire and The Humber","2010-10-01",30
"1-126290523","Yorkshire and The Humber","2011-01-28",30
"1-126290523","Yorkshire and The Humber",NA,30
"1-126290523","Yorkshire and The Humber",NA,30
"1-164271815","Yorkshire and The Humber","2011-03-17",20
"1-164271815","Yorkshire and The Humber","2011-03-17",20
"1-164271815","Yorkshire and The Humber",NA,20
"1-164271815","Yorkshire and The Humber",NA,20
"1-164271833","Yorkshire and The Humber","2011-03-17",20
"1-164271833","Yorkshire and The Humber","2011-03-17",20
"1-164271833","Yorkshire and The Humber",NA,20
"1-164271833","Yorkshire and The Humber",NA,20
"1-164271848","Yorkshire and The Humber","2011-03-17",20
"1-164271848","Yorkshire and The Humber","2011-03-17",20
"1-164271848","Yorkshire and The Humber",NA,20
"1-164271848","Yorkshire and The Humber",NA,20
"1-115013397","Yorkshire and The Humber","2010-10-01",10
"1-115013397","Yorkshire and The Humber","2011-01-07",10
"1-115013397","Yorkshire and The Humber","2012-08-13",10
"1-115013397","Yorkshire and The Humber","2012-08-13",10
"1-454886530","Yorkshire and The Humber","2010-10-01",15
"1-454886530","Yorkshire and The Humber","2012-08-10",15
"1-454886530","Yorkshire and The Humber",NA,15
"1-454886530","Yorkshire and The Humber",NA,15
"1-131299744","Yorkshire and The Humber","2010-10-01",20
"1-131299744","Yorkshire and The Humber","2011-01-26",20
"1-131299744","Yorkshire and The Humber","2011-11-18",20
"1-131299744","Yorkshire and The Humber","2011-11-18",20
"1-319265043","Yorkshire and The Humber","2010-10-01",20
"1-319265043","Yorkshire and The Humber","2011-10-19",20
"1-319265043","Yorkshire and The Humber",NA,20
"1-319265043","Yorkshire and The Humber",NA,20
"1-129164638","North East","2010-10-01",65
"1-129164638","North East","2010-12-20",65
"1-129164638","North East","2014-11-11",65
"1-129164638","North East",NA,65
"1-125856184","North East","2010-10-01",65
"1-125856184","North East","2011-02-15",65
"1-125856184","North East",NA,65
"1-125856184","North East",NA,65
"1-124518999","North East","2010-10-01",40
"1-124518999","North East","2010-12-01",40
"1-124518999","North East",NA,40
"1-124518999","North East",NA,40
"1-127585765","North East","2010-10-01",30
"1-127585765","North East","2011-01-31",30
"1-127585765","North East","2011-11-23",30
"1-127585765","North East","2011-11-23",30
"1-319259977","North East","2011-10-31",30
"1-319259977","North East","2011-10-31",30
"1-319259977","North East",NA,30
"1-319259977","North East",NA,30
"1-134521279","North East","2010-10-01",20
"1-134521279","North East","2011-02-11",20
"1-134521279","North East",NA,20
"1-134521279","North East",NA,20
"1-114096696","North East","2010-10-01",25
"1-114096696","North East","2010-12-30",25
"1-114096696","North East","2011-10-24",25
"1-114096696","North East","2011-10-24",25
"1-131299476","North East","2010-10-01",25
"1-131299476","North East","2011-01-26",25
"1-131299476","North East","2011-11-18",25
"1-131299476","North East","2011-11-18",25
"1-319264671","North East","2010-10-01",25
"1-319264671","North East","2011-10-19",25
"1-319264671","North East",NA,25
"1-319264671","North East",NA,25
"1-132335858","North East","2010-10-01",25
"1-132335858","North East","2011-02-24",25
"1-132335858","North East","2014-04-30",25
"1-132335858","North East","2014-04-30",25
"1-125046787","North East","2010-10-01",30
"1-125046787","North East","2010-12-21",30
"1-125046787","North East",NA,30
"1-125046787","North East",NA,30
"1-128272691","North East","2010-10-01",65
"1-128272691","North East","2011-03-21",65
"1-128272691","North East","2016-08-30",65
"1-128272691","North East",NA,65
"1-1040452175","North East","2013-10-29",30
"1-1040452175","North East","2013-10-29",30
