"location.id","location.region","date","jsa.fem"
"1-136464229","North West","2011-01-12",180
"1-136464229","North West",NA,180
"1-136464229","North West",NA,180
"1-133468485","North West","2010-10-01",125
"1-133468485","North West","2010-11-04",125
"1-133468485","North West","2012-01-24",125
"1-133468485","North West",NA,125
"1-1074671692","North West","2010-10-01",95
"1-1074671692","North West","2013-11-20",95
"1-1074671692","North West",NA,95
"1-1074671692","North West",NA,95
"1-125663376","North West","2010-10-01",105
"1-125663376","North West","2010-12-10",105
"1-125663376","North West","2011-11-16",105
"1-125663376","North West","2011-11-16",105
"1-320350748","North West","2011-10-31",100
"1-320350748","North West","2011-10-31",100
"1-320350748","North West","2013-10-30",100
"1-320350748","North West",NA,100
"1-115703959","North West","2010-10-01",100
"1-115703959","North West","2010-11-09",100
"1-115703959","North West",NA,100
"1-115703959","North West",NA,100
"1-127503758","North West","2010-10-01",100
"1-127503758","North West","2010-11-16",100
"1-127503758","North West",NA,100
"1-127503758","North West",NA,100
"1-685921954","North West","2010-10-01",95
"1-685921954","North West","2013-06-20",95
"1-685921954","North West",NA,95
"1-685921954","North West",NA,95
"1-113844775","North West","2010-10-01",115
"1-113844775","North West","2010-12-06",115
"1-113844775","North West",NA,115
"1-113844775","North West",NA,115
"1-121516995","North West","2010-10-01",155
"1-121516995","North West","2011-02-07",155
"1-121516995","North West","2012-09-19",155
"1-121516995","North West",NA,155
"1-134123833","North West","2010-10-01",160
"1-134123833","North West","2010-12-03",160
"1-134123833","North West",NA,160
"1-134123833","North West",NA,160
"1-139999805","North West","2010-10-01",40
"1-139999805","North West","2011-01-24",40
"1-139999805","North West",NA,40
"1-139999805","North West",NA,40
"1-126462199","North West","2010-10-01",75
"1-126462199","North West","2011-01-27",75
"1-126462199","North West",NA,75
"1-126462199","North West",NA,75
"1-129266441","North West","2010-10-01",70
"1-129266441","North West","2010-12-20",70
"1-129266441","North West",NA,70
"1-129266441","North West",NA,70
"1-127818559","North West","2010-10-01",50
"1-127818559","North West","2010-10-01",50
"1-127818559","North West","2016-05-24",50
"1-127818559","North West",NA,50
"1-117546829","North West","2010-10-01",55
"1-117546829","North West","2010-12-22",55
"1-117546829","North West",NA,55
"1-117546829","North West",NA,55
"1-119754965","North West","2010-10-01",70
"1-119754965","North West","2010-12-14",70
"1-119754965","North West",NA,70
"1-119754965","North West",NA,70
"1-116411619","North West","2010-10-01",50
"1-116411619","North West","2010-12-14",50
"1-116411619","North West",NA,50
"1-116411619","North West",NA,50
"1-128559234","North West","2010-10-01",5
"1-128559234","North West","2011-01-18",5
"1-128559234","North West",NA,5
"1-128559234","North West",NA,5
"1-141514105","North West","2010-12-13",10
"1-141514105","North West","2010-12-13",10
"1-141514105","North West",NA,10
"1-141514105","North West",NA,10
"1-112803152","North West","2010-10-01",10
"1-112803152","North West","2011-01-12",10
"1-112803152","North West","2016-07-19",10
"1-112803152","North West",NA,10
"1-2605491849","North West","2011-05-12",0
"1-2605491849","North West","2016-08-09",0
"1-2605491849","North West",NA,0
"1-2605491849","North West",NA,0
"1-120006718","North West","2010-10-01",10
"1-120006718","North West","2010-11-15",10
"1-120006718","North West","2015-11-02",10
"1-120006718","North West","2015-11-03",10
"1-2179796015","North West","2015-10-20",5
"1-2179796015","North West","2015-10-20",5
"1-2179796015","North West",NA,5
"1-2179796015","North West",NA,5
"1-121440539","North West","2010-10-01",10
"1-121440539","North West","2011-01-17",10
"1-121440539","North West",NA,10
"1-121440539","North West",NA,10
"1-215468919","North West","2011-06-29",10
"1-215468919","North West","2011-06-29",10
"1-215468919","North West",NA,10
"1-215468919","North West",NA,10
"1-112328753","North West","2010-10-01",10
"1-112328753","North West","2011-01-12",10
"1-112328753","North West","2013-05-08",10
"1-112328753","North West","2013-05-08",10
"1-533505039","North West","2013-03-28",10
"1-533505039","North West","2013-03-28",10
"1-533505039","North West","2014-05-16",10
"1-533505039","North West","2014-05-16",10
"1-133367059","North West","2010-10-01",35
"1-133367059","North West","2010-11-15",35
"1-133367059","North West",NA,35
"1-133367059","North West",NA,35
"1-120013334","North West","2010-10-01",35
"1-120013334","North West","2010-11-15",35
"1-120013334","North West","2015-11-03",35
"1-120013334","North West","2015-11-03",35
"1-2170448751","North West","2015-10-20",15
"1-2170448751","North West","2015-10-20",15
"1-2170448751","North West",NA,15
"1-2170448751","North West",NA,15
"1-119945305","North West","2010-10-01",15
"1-119945305","North West","2011-01-10",15
"1-119945305","North West",NA,15
"1-119945305","North West",NA,15
"1-120006835","North West","2010-10-01",35
"1-120006835","North West","2010-11-15",35
"1-120006835","North West","2015-11-03",35
"1-120006835","North West","2015-11-03",35
"1-2170449252","North West","2015-10-20",15
"1-2170449252","North West","2015-10-20",15
"1-2170449252","North West",NA,15
"1-2170449252","North West",NA,15
"1-118523737","North West","2010-10-01",35
"1-118523737","North West","2010-12-15",35
"1-118523737","North West",NA,35
"1-118523737","North West",NA,35
"1-116678343","North West","2010-10-01",40
"1-116678343","North West","2011-01-25",40
"1-116678343","North West",NA,40
"1-116678343","North West",NA,40
"1-127849946","North West","2010-10-01",10
"1-127849946","North West","2011-01-19",10
"1-127849946","North West","2016-08-19",10
"1-127849946","North West",NA,10
"1-127849993","North West","2010-10-01",10
"1-127849993","North West","2011-01-19",10
"1-127849993","North West",NA,10
"1-127849993","North West",NA,10
"1-127850007","North West","2010-10-01",40
"1-127850007","North West","2011-01-19",40
"1-127850007","North West",NA,40
"1-127850007","North West",NA,40
"1-120006885","North West","2010-10-01",25
"1-120006885","North West","2010-11-15",25
"1-120006885","North West","2012-01-23",25
"1-120006885","North West","2015-11-03",25
"1-120013379","North West","2010-10-01",35
"1-120013379","North West","2010-11-15",35
"1-120013379","North West","2015-11-02",35
"1-120013379","North West","2015-11-03",35
"1-2170469703","North West","2015-10-20",35
"1-2170469703","North West","2015-10-20",35
"1-2170469703","North West",NA,35
"1-2170469703","North West",NA,35
"1-112763618","North West","2010-10-01",0
"1-112763618","North West","2010-11-08",0
"1-112763618","North West","2012-07-31",0
"1-112763618","North West","2012-07-31",0
"1-445339757","North West","2012-07-23",10
"1-445339757","North West","2012-07-23",10
"1-445339757","North West",NA,10
"1-445339757","North West",NA,10
"1-106892215","North West","2010-10-01",5
"1-106892215","North West","2010-12-23",5
"1-106892215","North West",NA,5
"1-106892215","North West",NA,5
"1-120013240","North West","2010-10-01",5
"1-120013240","North West","2010-11-15",5
"1-120013240","North West","2015-11-03",5
"1-120013240","North West","2015-11-03",5
"1-2181437614","North West","2015-10-20",5
"1-2181437614","North West","2015-10-20",5
"1-2181437614","North West","2016-01-15",5
"1-2181437614","North West",NA,5
"1-115292170","North West","2010-10-01",10
"1-115292170","North West","2010-12-10",10
"1-115292170","North West",NA,10
"1-115292170","North West",NA,10
"1-124116426","North West","2010-10-01",20
"1-124116426","North West","2011-07-01",20
"1-124116426","North West","2011-08-31",20
"1-124116426","North West","2011-08-31",20
"1-311344422","North West","2011-07-01",20
"1-311344422","North West","2011-07-01",20
"1-311344422","North West",NA,20
"1-311344422","North West",NA,20
"1-147345395","North West","2011-02-02",35
"1-147345395","North West","2011-02-02",35
"1-147345395","North West",NA,35
"1-147345395","North West",NA,35
"1-127849918","North West","2010-10-01",105
"1-127849918","North West","2011-01-19",105
"1-127849918","North West","2016-09-08",105
"1-127849918","North West",NA,105
"1-127849978","North West","2010-10-01",105
"1-127849978","North West","2011-01-19",105
"1-127849978","North West",NA,105
"1-127849978","North West",NA,105
"1-120006750","North West","2010-10-01",20
"1-120006750","North West","2010-11-15",20
"1-120006750","North West","2015-11-03",20
"1-120006750","North West","2015-11-03",20
"1-2170469901","North West","2015-10-20",10
"1-2170469901","North West","2015-10-20",10
"1-2170469901","North West",NA,10
"1-2170469901","North West",NA,10
"1-120013270","North West","2010-10-01",15
"1-120013270","North West","2010-11-15",15
"1-120013270","North West","2011-05-19",15
"1-120013270","North West","2015-11-03",15
"1-120006979","North West","2010-10-01",15
"1-120006979","North West","2010-11-15",15
"1-120006979","North West","2015-11-03",15
"1-120006979","North West","2015-11-03",15
"1-2182826677","North West","2015-10-20",5
"1-2182826677","North West","2015-10-20",5
"1-2182826677","North West",NA,5
"1-2182826677","North West",NA,5
"1-120061935","North West","2010-10-01",10
"1-120061935","North West","2010-12-30",10
"1-120061935","North West",NA,10
"1-120061935","North West",NA,10
"1-120061953","North West","2010-10-01",10
"1-120061953","North West","2010-12-30",10
"1-120061953","North West","2013-11-26",10
"1-120061953","North West",NA,10
"1-127849962","North West","2010-10-01",10
"1-127849962","North West","2011-01-19",10
"1-127849962","North West",NA,10
"1-127849962","North West",NA,10
"1-337211692","North West","2011-11-15",10
"1-337211692","North West","2011-11-15",10
"1-337211692","North West",NA,10
"1-337211692","North West",NA,10
"1-108931546","North West","2010-10-01",30
"1-108931546","North West","2010-11-22",30
"1-108931546","North West",NA,30
"1-108931546","North West",NA,30
"1-120794508","North West","2010-10-01",15
"1-120794508","North West","2011-02-03",15
"1-120794508","North West","2016-05-12",15
"1-120794508","North West",NA,15
"1-107128095","North West","2010-10-01",25
"1-107128095","North West","2011-02-07",25
"1-107128095","North West",NA,25
"1-107128095","North West",NA,25
"1-118843773","North West","2010-10-01",10
"1-118843773","North West","2010-12-16",10
"1-118843773","North West","2012-04-14",10
"1-118843773","North West","2012-04-14",10
"1-403247927","North West","2012-04-02",15
"1-403247927","North West","2012-04-02",15
"1-403247927","North West",NA,15
"1-403247927","North West",NA,15
"1-215627406","North West","2011-05-11",15
"1-215627406","North West","2011-05-11",15
"1-215627406","North West",NA,15
"1-215627406","North West",NA,15
"1-125862548","North West","2010-10-01",30
"1-125862548","North West","2011-02-15",30
"1-125862548","North West",NA,30
"1-125862548","North West",NA,30
"1-144283437","North West","2011-01-13",30
"1-144283437","North West","2011-01-13",30
"1-144283437","North West","2012-08-02",30
"1-144283437","North West","2012-08-02",30
"1-442981500","North West","2012-07-27",35
"1-442981500","North West","2012-07-27",35
"1-442981500","North West",NA,35
"1-442981500","North West",NA,35
"1-118427665","North West","2010-10-01",45
"1-118427665","North West","2011-01-27",45
"1-118427665","North West",NA,45
"1-118427665","North West",NA,45
"1-117623532","North West","2010-10-01",20
"1-117623532","North West","2011-01-24",20
"1-117623532","North West",NA,20
"1-117623532","North West",NA,20
"1-120013319","North West","2010-10-01",65
"1-120013319","North West","2010-11-15",65
"1-120013319","North West","2015-11-03",65
"1-120013319","North West","2015-11-03",65
"1-2170449175","North West","2015-10-20",50
"1-2170449175","North West","2015-10-20",50
"1-2170449175","North West",NA,50
"1-2170449175","North West",NA,50
"1-246693981","North West","2011-05-17",65
"1-246693981","North West","2011-05-17",65
"1-246693981","North West",NA,65
"1-246693981","North West",NA,65
"1-129132380","North West","2010-10-01",10
"1-129132380","North West","2010-12-09",10
"1-129132380","North West",NA,10
"1-129132380","North West",NA,10
"1-119766966","North West","2010-10-01",15
"1-119766966","North West","2011-01-25",15
"1-119766966","North West",NA,15
"1-119766966","North West",NA,15
"1-447427901","North West","2011-05-11",30
"1-447427901","North West","2012-07-26",30
"1-447427901","North West",NA,30
"1-447427901","North West",NA,30
"1-120013364","North West","2010-10-01",25
"1-120013364","North West","2010-11-15",25
"1-120013364","North West","2015-11-02",25
"1-120013364","North West","2015-11-03",25
"1-2170449018","North West","2015-10-20",0
"1-2170449018","North West","2015-10-20",0
"1-2170449018","North West",NA,0
"1-2170449018","North West",NA,0
"1-120084945","North West","2010-10-01",25
"1-120084945","North West","2011-01-12",25
"1-120084945","North West",NA,25
"1-120084945","North West",NA,25
"1-119248820","North West","2010-10-01",10
"1-119248820","North West","2010-12-09",10
"1-119248820","North West",NA,10
"1-119248820","North West",NA,10
"1-215627421","North West","2011-05-11",5
"1-215627421","North West","2011-05-11",5
"1-215627421","North West",NA,5
"1-215627421","North West",NA,5
"1-119140395","North West","2010-10-01",15
"1-119140395","North West","2010-12-08",15
"1-119140395","North West",NA,15
"1-119140395","North West",NA,15
"1-264977732","North West","2011-06-29",10
"1-264977732","North West","2011-06-29",10
"1-264977732","North West","2012-09-03",10
"1-264977732","North West","2012-09-03",10
"1-459329088","North West","2012-08-31",15
"1-459329088","North West","2012-08-31",15
"1-459329088","North West",NA,15
"1-459329088","North West",NA,15
"1-130491634","North West","2010-10-01",10
"1-130491634","North West","2010-12-10",10
"1-130491634","North West",NA,10
"1-130491634","North West",NA,10
"1-121773744","Yorkshire and The Humber","2010-10-01",25
"1-121773744","Yorkshire and The Humber","2011-03-15",25
"1-121773744","Yorkshire and The Humber","2013-10-04",25
"1-121773744","Yorkshire and The Humber",NA,25
"1-116478445","North West","2010-10-01",5
"1-116478445","North West","2010-12-23",5
"1-116478445","North West",NA,5
"1-116478445","North West",NA,5
"1-395039302","North West","2012-04-27",15
"1-395039302","North West","2012-04-27",15
"1-395039302","North West",NA,15
"1-395039302","North West",NA,15
"1-111138408","North West","2010-10-01",10
"1-111138408","North West","2010-12-14",10
"1-111138408","North West",NA,10
"1-111138408","North West",NA,10
"1-215627390","North West","2011-05-11",5
"1-215627390","North West","2011-05-11",5
"1-215627390","North West",NA,5
"1-215627390","North West",NA,5
"1-126292569","North West","2010-10-01",110
"1-126292569","North West","2011-01-05",110
"1-126292569","North West",NA,110
"1-126292569","North West",NA,110
"1-119653619","North West","2010-10-01",55
"1-119653619","North West","2010-12-31",55
"1-119653619","North West","2015-06-16",55
"1-119653619","North West","2015-06-16",55
"1-2067145635","North West","2012-09-24",35
"1-2067145635","North West","2015-06-10",35
"1-2067145635","North West",NA,35
"1-2067145635","North West",NA,35
"1-726400820","North West","2013-08-02",45
"1-726400820","North West","2013-08-02",45
"1-726400820","North West",NA,45
"1-726400820","North West",NA,45
"1-126722724","North West","2010-10-01",30
"1-126722724","North West","2010-11-23",30
"1-126722724","North West","2011-05-11",30
"1-126722724","North West","2011-05-11",30
"1-256617917","North West","2010-10-01",35
"1-256617917","North West","2011-07-15",35
"1-256617917","North West","2011-12-22",35
"1-256617917","North West",NA,35
"1-325330276","North West","2011-02-17",35
"1-325330276","North West","2011-12-20",35
"1-325330276","North West",NA,35
"1-325330276","North West",NA,35
"1-118567062","North West","2010-10-01",35
"1-118567062","North West","2011-01-20",35
"1-118567062","North West",NA,35
"1-118567062","North West",NA,35
"1-115536951","North West","2010-10-01",35
"1-115536951","North West","2011-01-18",35
"1-115536951","North West",NA,35
"1-115536951","North West",NA,35
"1-131620504","North West","2010-10-01",30
"1-131620504","North West","2010-12-31",30
"1-131620504","North West",NA,30
"1-131620504","North West",NA,30
"1-215627372","North West","2011-05-11",45
"1-215627372","North West","2011-05-11",45
"1-215627372","North West",NA,45
"1-215627372","North West",NA,45
"1-120373515","North West","2010-10-01",35
"1-120373515","North West","2011-01-05",35
"1-120373515","North West","2012-05-15",35
"1-120373515","North West","2012-05-15",35
"1-265814302","North West","2011-06-23",35
"1-265814302","North West","2011-06-23",35
"1-265814302","North West",NA,35
"1-265814302","North West",NA,35
"1-131607258","North West","2010-10-01",30
"1-131607258","North West","2010-12-31",30
"1-131607258","North West",NA,30
"1-131607258","North West",NA,30
"1-118965786","North West","2010-10-01",110
"1-118965786","North West","2011-01-06",110
"1-118965786","North West",NA,110
"1-118965786","North West",NA,110
"1-123982937","North West","2010-10-01",35
"1-123982937","North West","2011-01-20",35
"1-123982937","North West","2015-02-23",35
"1-123982937","North West",NA,35
"1-122255531","North West","2010-10-01",50
"1-122255531","North West","2011-01-05",50
"1-122255531","North West","2014-04-09",50
"1-122255531","North West","2014-04-09",50
"1-177594161","North West","2011-04-26",20
"1-177594161","North West","2011-04-26",20
"1-177594161","North West","2012-02-28",20
"1-177594161","North West","2012-02-28",20
"1-370472018","North West","2011-04-04",25
"1-370472018","North West","2012-02-28",25
"1-370472018","North West",NA,25
"1-370472018","North West",NA,25
"1-374182010","North West","2012-03-01",20
"1-374182010","North West","2012-03-01",20
"1-374182010","North West",NA,20
"1-374182010","North West",NA,20
"1-124597635","North West","2010-10-01",20
"1-124597635","North West","2010-12-29",20
"1-124597635","North West","2015-10-25",20
"1-124597635","North West","2015-10-25",20
"1-2568808831","North West","2016-07-22",10
"1-2568808831","North West","2016-07-22",10
"1-2568808831","North West",NA,10
"1-2568808831","North West",NA,10
"1-133494145","North West","2010-10-01",15
"1-133494145","North West","2011-02-02",15
"1-133494145","North West",NA,15
"1-133494145","North West",NA,15
"1-183514406","North West","2011-05-06",35
"1-183514406","North West","2011-05-06",35
"1-183514406","North West","2015-12-29",35
"1-183514406","North West","2015-12-29",35
"1-2297446613","North West","2010-10-01",15
"1-2297446613","North West","2015-12-16",15
"1-2297446613","North West",NA,15
"1-2297446613","North West",NA,15
"1-217633977","North West","2010-10-01",110
"1-217633977","North West","2011-04-26",110
"1-217633977","North West",NA,110
"1-217633977","North West",NA,110
"1-118566936","North West","2010-10-01",60
"1-118566936","North West","2011-01-20",60
"1-118566936","North West","2012-01-26",60
"1-118566936","North West",NA,60
"1-115959987","North West","2010-10-01",60
"1-115959987","North West","2011-01-17",60
"1-115959987","North West","2013-04-19",60
"1-115959987","North West","2013-04-19",60
"1-127860778","North West","2010-10-01",70
"1-127860778","North West","2010-12-24",70
"1-127860778","North West","2012-10-01",70
"1-127860778","North West","2012-10-01",70
"1-462792293","North West","2012-09-24",90
"1-462792293","North West","2012-09-24",90
"1-462792293","North West",NA,90
"1-462792293","North West",NA,90
"1-147345548","North West","2011-02-02",60
"1-147345548","North West","2011-02-02",60
"1-147345548","North West",NA,60
"1-147345548","North West",NA,60
"1-159148025","North West","2011-01-25",60
"1-159148025","North West","2011-01-25",60
"1-159148025","North West",NA,60
"1-159148025","North West",NA,60
"1-112011727","North West","2010-10-01",25
"1-112011727","North West","2011-01-07",25
"1-112011727","North West",NA,25
"1-112011727","North West",NA,25
"1-156367908","North West","2010-12-23",30
"1-156367908","North West","2010-12-23",30
"1-156367908","North West",NA,30
"1-156367908","North West",NA,30
"1-224053568","North West","2011-03-31",55
"1-224053568","North West","2011-03-31",55
"1-224053568","North West",NA,55
"1-224053568","North West",NA,55
"1-140448233","North West","2010-10-01",15
"1-140448233","North West","2010-12-07",15
"1-140448233","North West",NA,15
"1-140448233","North West",NA,15
"1-118540318","North West","2010-10-01",55
"1-118540318","North West","2010-12-22",55
"1-118540318","North West","2011-05-23",55
"1-118540318","North West","2011-05-23",55
"1-209171662","North West","2011-04-04",55
"1-209171662","North West","2011-04-04",55
"1-209171662","North West",NA,55
"1-209171662","North West",NA,55
"1-124116399","North West","2010-10-01",55
"1-124116399","North West","2011-01-24",55
"1-124116399","North West","2011-08-31",55
"1-124116399","North West","2011-08-31",55
"1-270904690","North West","2011-07-01",55
"1-270904690","North West","2011-07-01",55
"1-270904690","North West",NA,55
"1-270904690","North West",NA,55
"1-124597661","North West","2010-10-01",55
"1-124597661","North West","2010-12-29",55
"1-124597661","North West","2015-10-25",55
"1-124597661","North West","2015-10-25",55
"1-1955295659","North West","2011-04-04",35
"1-1955295659","North West","2015-10-15",35
"1-1955295659","North West",NA,35
"1-1955295659","North West",NA,35
"1-112470779","North West","2010-10-01",25
"1-112470779","North West","2011-01-19",25
"1-112470779","North West",NA,25
"1-112470779","North West",NA,25
"1-139174662","North West","2010-10-01",10
"1-139174662","North West","2010-12-23",10
"1-139174662","North West",NA,10
"1-139174662","North West",NA,10
"1-116706718","North West","2010-10-01",5
"1-116706718","North West","2011-01-14",5
"1-116706718","North West",NA,5
"1-116706718","North West",NA,5
"1-124370451","North West","2011-03-14",25
"1-124370451","North West","2011-03-14",25
"1-124370451","North West",NA,25
"1-124370451","North West",NA,25
"1-114632011","North West","2010-10-01",25
"1-114632011","North West","2011-03-31",25
"1-114632011","North West","2011-03-31",25
"1-114632011","North West","2011-10-19",25
"1-201339941","North West","2011-03-31",25
"1-201339941","North West","2011-03-31",25
"1-201339941","North West",NA,25
"1-201339941","North West",NA,25
"1-144506437","North West","2012-08-02",20
"1-144506437","North West","2012-08-02",20
"1-144506437","North West","2012-11-25",20
"1-144506437","North West","2012-11-25",20
"1-112571772","North West","2010-10-01",10
"1-112571772","North West","2010-12-07",10
"1-112571772","North West",NA,10
"1-112571772","North West",NA,10
"1-147345069","North West","2011-02-02",20
"1-147345069","North West","2011-02-02",20
"1-147345069","North West",NA,20
"1-147345069","North West",NA,20
"1-123982953","North West","2010-10-01",20
"1-123982953","North West","2011-01-20",20
"1-123982953","North West",NA,20
"1-123982953","North West",NA,20
"1-126240440","North West","2010-10-01",20
"1-126240440","North West","2010-11-25",20
"1-126240440","North West",NA,20
"1-126240440","North West",NA,20
"1-145996960","North West","2011-01-26",10
"1-145996960","North West","2011-01-26",10
"1-145996960","North West",NA,10
"1-145996960","North West",NA,10
"1-120563565","North West","2010-10-01",10
"1-120563565","North West","2011-02-07",10
"1-120563565","North West",NA,10
"1-120563565","North West",NA,10
"1-116407016","North West","2010-10-01",10
"1-116407016","North West","2011-01-17",10
"1-116407016","North West",NA,10
"1-116407016","North West",NA,10
"1-116750586","North West","2010-10-01",15
"1-116750586","North West","2010-12-23",15
"1-116750586","North West",NA,15
"1-116750586","North West",NA,15
"1-126914977","North West","2010-10-01",15
"1-126914977","North West","2011-01-20",15
"1-126914977","North West",NA,15
"1-126914977","North West",NA,15
"1-215627437","North West","2011-05-11",15
"1-215627437","North West","2011-05-11",15
"1-215627437","North West",NA,15
"1-215627437","North West",NA,15
"1-140822819","North West","2010-10-01",0
"1-140822819","North West","2011-04-11",0
"1-140822819","North West","2015-11-13",0
"1-140822819","North West","2015-11-13",0
"1-121778627","North West","2010-10-01",5
"1-121778627","North West","2010-12-07",5
"1-121778627","North West",NA,5
"1-121778627","North West",NA,5
"1-120395139","North West","2010-10-01",10
"1-120395139","North West","2011-01-11",10
"1-120395139","North West","2011-12-06",10
"1-120395139","North West","2011-12-06",10
"1-305586380","North West","2011-09-09",10
"1-305586380","North West","2011-09-09",10
"1-305586380","North West",NA,10
"1-305586380","North West",NA,10
"1-217872709","North West","2011-05-12",0
"1-217872709","North West","2011-05-12",0
"1-217872709","North West",NA,0
"1-217872709","North West",NA,0
"1-119504818","Yorkshire and The Humber","2010-10-01",25
"1-119504818","Yorkshire and The Humber","2011-01-11",25
"1-119504818","Yorkshire and The Humber",NA,25
"1-119504818","Yorkshire and The Humber",NA,25
"1-121773562","Yorkshire and The Humber","2010-10-01",25
"1-121773562","Yorkshire and The Humber","2011-03-15",25
"1-121773562","Yorkshire and The Humber",NA,25
"1-121773562","Yorkshire and The Humber",NA,25
"1-122294517","North West","2010-10-01",5
"1-122294517","North West","2010-12-29",5
"1-122294517","North West",NA,5
"1-122294517","North West",NA,5
"1-133505772","North West","2010-10-01",10
"1-133505772","North West","2011-01-06",10
"1-133505772","North West",NA,10
"1-133505772","North West",NA,10
"1-114551315","North West","2010-10-01",10
"1-114551315","North West","2011-01-14",10
"1-114551315","North West",NA,10
"1-114551315","North West",NA,10
"1-120006765","North West","2010-10-01",15
"1-120006765","North West","2010-11-15",15
"1-120006765","North West","2015-11-03",15
"1-120006765","North West","2015-11-03",15
"1-2170449349","North West","2015-10-20",5
"1-2170449349","North West","2015-10-20",5
"1-2170449349","North West",NA,5
"1-2170449349","North West",NA,5
"1-110421483","North West","2010-10-01",15
"1-110421483","North West","2010-11-24",15
"1-110421483","North West",NA,15
"1-110421483","North West",NA,15
"1-146876973","North West","2011-01-06",10
"1-146876973","North West","2011-01-06",10
"1-146876973","North West","2014-12-16",10
"1-146876973","North West","2014-12-16",10
"1-120013255","North West","2010-10-01",15
"1-120013255","North West","2010-11-15",15
"1-120013255","North West","2015-11-03",15
"1-120013255","North West","2015-11-03",15
"1-2172131341","North West","2015-10-20",5
"1-2172131341","North West","2015-10-20",5
"1-2172131341","North West",NA,5
"1-2172131341","North West",NA,5
"1-132507268","North West","2010-10-01",25
"1-132507268","North West","2011-01-12",25
"1-132507268","North West",NA,25
"1-132507268","North West",NA,25
"1-130120666","North West","2010-10-01",50
"1-130120666","North West","2010-11-25",50
"1-130120666","North West",NA,50
"1-130120666","North West",NA,50
"1-120013349","North West","2010-10-01",30
"1-120013349","North West","2010-11-15",30
"1-120013349","North West","2015-11-03",30
"1-120013349","North West","2015-11-03",30
"1-2179826306","North West","2015-10-20",15
"1-2179826306","North West","2015-10-20",15
"1-2179826306","North West",NA,15
"1-2179826306","North West",NA,15
"1-118523765","North West","2010-10-01",10
"1-118523765","North West","2010-12-15",10
"1-118523765","North West","2011-06-02",10
"1-118523765","North West",NA,10
"1-128587636","North West","2010-10-01",10
"1-128587636","North West","2011-01-21",10
"1-128587636","North West","2013-10-25",10
"1-128587636","North West","2013-10-25",10
"1-2178648925","North West","2015-08-17",5
"1-2178648925","North West","2015-08-17",5
"1-2178648925","North West",NA,5
"1-2178648925","North West",NA,5
"1-120013225","North West","2010-10-01",10
"1-120013225","North West","2010-11-15",10
"1-120013225","North West","2015-11-03",10
"1-120013225","North West","2015-11-03",10
"1-2170448852","North West","2015-10-20",5
"1-2170448852","North West","2015-10-20",5
"1-2170448852","North West",NA,5
"1-2170448852","North West",NA,5
"1-118523723","North West","2010-10-01",30
"1-118523723","North West","2010-12-15",30
"1-118523723","North West",NA,30
"1-118523723","North West",NA,30
"1-115980790","North West","2010-10-01",30
"1-115980790","North West","2010-12-13",30
"1-115980790","North West","2012-08-10",30
"1-115980790","North West","2012-08-10",30
"1-1349080891","North West","2014-04-14",15
"1-1349080891","North West","2014-04-14",15
"1-1349080891","North West",NA,15
"1-1349080891","North West",NA,15
"1-117053245","North West","2010-10-01",10
"1-117053245","North West","2011-01-10",10
"1-117053245","North West",NA,10
"1-117053245","North West",NA,10
"1-945440755","North West","2013-10-11",25
"1-945440755","North West","2013-10-11",25
"1-945440755","North West",NA,25
"1-945440755","North West",NA,25
"1-120013300","North West","2010-10-01",30
"1-120013300","North West","2010-11-15",30
"1-120013300","North West","2012-01-05",30
"1-120013300","North West","2015-11-03",30
"1-120006960","North West","2010-10-01",30
"1-120006960","North West","2010-11-15",30
"1-120006960","North West","2015-11-03",30
"1-120006960","North West","2015-11-03",30
"1-2181289171","North West","2015-10-20",15
"1-2181289171","North West","2015-10-20",15
"1-2181289171","North West",NA,15
"1-2181289171","North West",NA,15
"1-118523751","North West","2010-10-01",10
"1-118523751","North West","2010-12-15",10
"1-118523751","North West",NA,10
"1-118523751","North West",NA,10
"1-787382672","North West","2013-06-24",25
"1-787382672","North West","2013-06-24",25
"1-787382672","North West",NA,25
"1-787382672","North West",NA,25
"1-151240790","North West","2011-01-25",10
"1-151240790","North West","2011-01-25",10
"1-151240790","North West","2012-08-15",10
"1-151240790","North West",NA,10
"1-452087348","North West","2012-08-10",15
"1-452087348","North West","2012-08-10",15
"1-452087348","North West",NA,15
"1-452087348","North West",NA,15
"1-1655576592","East Midlands","2010-10-01",15
"1-1655576592","East Midlands","2014-11-26",15
"1-1655576592","East Midlands",NA,15
"1-1655576592","East Midlands",NA,15
"1-340687273","East Midlands","2010-10-01",15
"1-340687273","East Midlands","2011-11-28",15
"1-340687273","East Midlands","2014-12-24",15
"1-340687273","East Midlands","2014-12-24",15
"1-759988861","East Midlands","2013-07-12",30
"1-759988861","East Midlands","2013-07-12",30
"1-759988861","East Midlands",NA,30
"1-759988861","East Midlands",NA,30
"1-118590867","East Midlands","2010-10-01",35
"1-118590867","East Midlands","2010-11-22",35
"1-118590867","East Midlands",NA,35
"1-118590867","East Midlands",NA,35
"1-1655603438","East Midlands","2010-10-01",20
"1-1655603438","East Midlands","2014-11-26",20
"1-1655603438","East Midlands","2015-10-29",20
"1-1655603438","East Midlands",NA,20
"1-197642543","East Midlands","2010-10-01",30
"1-197642543","East Midlands","2011-05-10",30
"1-197642543","East Midlands","2014-12-24",30
"1-197642543","East Midlands","2014-12-24",30
"1-123424944","East Midlands","2010-10-01",30
